playerID,bbrefID,name,pos,sec_pos,era,peak_year,debut_year,last_year,team,franchise_name,career_ab,career_h,career_hr,career_sb,career_bb,career_so,seasons,bats,ba,obp,iso,k_rate,bb_rate,contact_val,power_val,eye_val,speed_val,defense_val,con_grade,pow_grade,eye_grade,spd_grade,def_grade,avg_attr_score,rarity,is_allstar,is_hof,allstar_selections,gold_gloves,gg_bonus,defense_source
mitchke01,mitchke01,Kevin Mitchell,LF,"3B,RF",Big Hair Era (1977-1993),1991,1984,1998,SFN,San Francisco Giants,4134,1173,234,30.0,491,719.0,15,R,0.284,0.36,0.236,0.153,0.105,65.2,99.0,59.7,22.8,22.8,B-,S,C,D-,D-,53.9,Common,True,False,2,0,0,bbref_war
coopece01,coopece01,Cecil Cooper,1B,,Big Hair Era (1977-1993),1979,1971,1987,ML4,Milwaukee Brewers,7349,2192,241,89.0,448,911.0,17,L,0.298,0.337,0.168,0.115,0.057,87.9,68.2,15.6,44.8,52.5,A,B-,F,D+,C-,53.8,Common,True,False,5,2,4,bbref_war
cruzju01,cruzju01,Julio Cruz,2B,,Big Hair Era (1977-1993),1982,1977,1986,SEA,Seattle Mariners,3859,916,23,343.0,478,508.0,11,B,0.237,0.321,0.061,0.116,0.109,30.2,5.5,63.8,98.9,70.6,D,F,C+,S,B,53.8,Common,False,False,0,0,0,bbref_war
millira01,millira01,Randy Milligan,1B,,Big Hair Era (1977-1993),1991,1987,1994,BAL,Baltimore Orioles,2118,553,70,16.0,447,431.0,9,R,0.261,0.391,0.159,0.166,0.172,40.8,62.5,99.0,21.8,44.3,D+,C+,S,D-,D+,53.7,Common,False,False,0,0,0,bbref_war
driesda01,driesda01,Dan Driessen,1B,3B,Big Hair Era (1977-1993),1982,1973,1987,CIN,Cincinnati Reds,5479,1464,153,154.0,761,719.0,18,L,0.267,0.356,0.144,0.114,0.12,59.0,54.3,74.0,53.3,27.6,C,C-,B,C-,D-,53.6,Common,False,False,0,0,0,bbref_war
mosebll01,mosebll01,Lloyd Moseby,CF,RF,Big Hair Era (1977-1993),1986,1980,1991,TOR,Toronto Blue Jays,5815,1494,169,280.0,616,1135.0,12,L,0.257,0.332,0.157,0.174,0.094,35.0,60.9,50.2,74.2,47.7,D,C+,C-,B,D+,53.6,Common,True,False,1,0,0,bbref_war
seitzke01,seitzke01,Kevin Seitzer,3B,1B,Big Hair Era (1977-1993),1992,1986,1997,KCA,Kansas City Royals,5278,1557,74,80.0,669,617.0,14,R,0.295,0.375,0.109,0.102,0.111,87.8,35.3,65.6,41.6,37.2,A,D,B-,D+,D,53.5,Common,True,False,2,0,0,bbref_war
stearjo01,stearjo01,John Stearns,C,,Big Hair Era (1977-1993),1979,1974,1984,NYN,New York Mets,2681,696,46,91.0,323,294.0,11,R,0.26,0.341,0.116,0.096,0.106,55.9,39.2,60.6,54.0,57.9,C,D,C+,C-,C,53.5,Common,True,False,4,0,0,bbref_war
thompmi02,thompmi02,Milt Thompson,CF,RF,Big Hair Era (1977-1993),1991,1984,1996,PHI,Philadelphia Phillies,3761,1029,47,214.0,336,635.0,15,L,0.274,0.335,0.099,0.154,0.081,55.5,27.8,38.2,79.9,65.8,C,D-,D,B+,B-,53.4,Common,False,False,0,0,0,bbref_war
downibr01,downibr01,Brian Downing,LF,"C,RF",Big Hair Era (1977-1993),1982,1973,1992,CAL,Los Angeles Angels of Anaheim,7853,2099,275,50.0,1197,1127.0,20,R,0.267,0.37,0.158,0.122,0.129,57.1,61.7,82.5,28.4,36.1,C,C+,A-,D-,D,53.2,Common,True,False,1,0,0,bbref_war
davisal01,davisal01,Alvin Davis,1B,,Big Hair Era (1977-1993),1988,1984,1992,SEA,Seattle Mariners,4240,1189,160,7.0,685,558.0,9,L,0.28,0.38,0.17,0.111,0.137,71.9,69.0,89.3,2.2,32.9,B,B-,A,F,D,53.1,Common,True,False,1,0,0,bbref_war
fletcsc01,fletcsc01,Scott Fletcher,SS,"2B,3B",Big Hair Era (1977-1993),1988,1981,1995,CHA,Chicago White Sox,5258,1376,34,99.0,514,541.0,16,R,0.262,0.332,0.08,0.092,0.088,58.8,18.0,44.1,54.2,90.3,C,F,D+,C-,A+,53.1,Common,False,False,0,0,0,bbref_war
guerrpe01,guerrpe01,Pedro Guerrero,1B,"3B,RF",Big Hair Era (1977-1993),1986,1978,1992,LAN,Los Angeles Dodgers,5392,1618,215,97.0,609,862.0,16,R,0.3,0.37,0.18,0.141,0.1,83.5,74.3,55.2,42.0,10.4,A-,B,C,D+,F,53.1,Common,True,False,5,0,0,bbref_war
gamblos01,gamblos01,Oscar Gamble,RF,,Big Hair Era (1977-1993),1978,1969,1985,NYA,New York Yankees,4502,1195,200,47.0,610,546.0,18,L,0.265,0.356,0.189,0.105,0.118,59.2,78.4,71.7,31.2,24.5,C,B+,B,D,D-,53.0,Common,False,False,0,0,0,bbref_war
lawru01,lawru01,Rudy Law,CF,RF,Big Hair Era (1977-1993),1983,1978,1986,CHA,Chicago White Sox,2421,656,18,228.0,184,210.0,7,L,0.271,0.325,0.095,0.08,0.07,70.4,25.4,27.9,96.2,44.4,B,D-,D-,S,D+,52.9,Common,False,False,0,0,0,bbref_war
mcraeha01,mcraeha01,Hal McRae,LF,RF,Big Hair Era (1977-1993),1978,1968,1987,KCA,Kansas City Royals,7218,2091,191,109.0,648,779.0,19,R,0.29,0.351,0.165,0.097,0.081,84.1,67.7,37.7,41.2,34.0,A-,B-,D,D+,D,52.9,Common,True,False,3,0,0,bbref_war
porteda02,porteda02,Darrell Porter,C,,Big Hair Era (1977-1993),1979,1971,1987,ML4,Milwaukee Brewers,5539,1369,188,39.0,905,1025.0,17,L,0.247,0.354,0.162,0.156,0.138,29.9,63.4,90.5,30.9,49.7,D-,C+,A+,D,D+,52.9,Common,True,False,4,0,0,bbref_war
brunato01,brunato01,Tom Brunansky,RF,,Big Hair Era (1977-1993),1988,1981,1994,MIN,Minnesota Twins,6289,1543,271,69.0,770,1187.0,17,R,0.245,0.327,0.188,0.166,0.108,26.0,79.0,62.4,34.8,61.8,D-,B+,C+,D,C+,52.8,Common,True,False,1,0,0,bbref_war
upshawi01,upshawi01,Willie Upshaw,1B,,Big Hair Era (1977-1993),1984,1978,1988,TOR,Toronto Blue Jays,4203,1103,123,88.0,452,642.0,10,L,0.262,0.335,0.157,0.136,0.096,49.0,60.8,51.8,47.9,54.5,D+,C+,C-,D+,C-,52.8,Common,False,False,0,0,0,bbref_war
fergujo01,fergujo01,Joe Ferguson,C,RF,Big Hair Era (1977-1993),1977,1970,1983,LAN,Los Angeles Dodgers,3001,719,122,22.0,562,607.0,17,R,0.24,0.358,0.17,0.168,0.156,19.9,67.6,99.0,33.7,43.5,F,B-,S,D,D+,52.7,Common,False,False,0,0,0,bbref_war
kempst01,kempst01,Steve Kemp,LF,RF,Big Hair Era (1977-1993),1982,1977,1988,DET,Detroit Tigers,4058,1128,130,39.0,576,605.0,11,L,0.278,0.367,0.153,0.129,0.123,65.5,58.4,76.2,34.1,28.9,B-,C,B+,D,D-,52.6,Common,True,False,1,0,0,bbref_war
saboch01,saboch01,Chris Sabo,3B,,Big Hair Era (1977-1993),1992,1988,1996,CIN,Cincinnati Reds,3354,898,116,120.0,274,460.0,10,R,0.268,0.326,0.178,0.125,0.074,56.8,74.7,31.8,58.2,41.2,C,B,D,C,D+,52.5,Common,True,False,3,0,0,bbref_war
brockgr01,brockgr01,Greg Brock,1B,,Big Hair Era (1977-1993),1986,1982,1991,LAN,Los Angeles Dodgers,3202,794,110,41.0,434,469.0,10,L,0.248,0.338,0.151,0.127,0.118,37.5,57.5,71.9,42.7,52.4,D,C,B,D+,C-,52.4,Common,False,False,0,0,0,bbref_war
butlebr01,butlebr01,Brett Butler,CF,RF,Big Hair Era (1977-1993),1990,1981,1997,LAN,Los Angeles Dodgers,8180,2375,54,558.0,1129,907.0,18,L,0.29,0.377,0.086,0.097,0.12,84.8,19.5,74.0,76.9,6.5,A-,F,B,B+,F,52.3,Common,True,False,1,0,0,bbref_war
conceda01,conceda01,Dave Concepcion,SS,"2B,3B",Big Hair Era (1977-1993),1979,1970,1988,CIN,Cincinnati Reds,8723,2326,101,321.0,736,1186.0,19,R,0.267,0.322,0.09,0.124,0.077,56.0,23.6,34.2,71.7,76.0,C,D-,D,B,B+,52.3,Common,True,False,9,5,6,bbref_war
pagemi02,pagemi02,Mitchell Page,LF,RF,Big Hair Era (1977-1993),1980,1977,1984,OAK,Oakland Athletics,2104,560,72,104.0,245,449.0,8,L,0.266,0.346,0.163,0.189,0.103,40.2,63.4,58.1,61.6,38.2,D+,C+,C,C+,D,52.3,Common,False,False,0,0,0,bbref_war
whitefr01,whitefr01,Frank White,2B,SS,Big Hair Era (1977-1993),1982,1973,1990,KCA,Kansas City Royals,7859,2006,160,178.0,412,1035.0,18,R,0.255,0.293,0.128,0.124,0.049,45.3,45.2,8.7,63.4,99.0,D+,D+,F,C+,S,52.3,Common,True,False,5,8,6,bbref_war
davisgl01,davisgl01,Glenn Davis,1B,,Big Hair Era (1977-1993),1988,1984,1993,HOU,Houston Astros,3719,965,190,28.0,370,613.0,10,R,0.259,0.332,0.208,0.147,0.088,43.9,89.8,44.8,39.3,43.3,D+,A,D+,D,D+,52.2,Common,True,False,2,0,0,bbref_war
readyra01,readyra01,Randy Ready,2B,"3B,RF",Big Hair Era (1977-1993),1989,1983,1995,PHI,Philadelphia Phillies,2110,547,40,27.0,326,276.0,15,R,0.259,0.359,0.127,0.112,0.132,51.8,45.0,85.0,38.8,39.5,C-,D+,A,D,D,52.0,Common,False,False,0,0,0,bbref_war
caldeiv01,caldeiv01,Ivan Calderon,RF,,Big Hair Era (1977-1993),1988,1984,1993,CHA,Chicago White Sox,3312,901,104,97.0,306,556.0,12,R,0.272,0.333,0.17,0.152,0.083,54.5,69.7,40.2,52.7,42.0,C-,B-,D+,C-,D+,51.8,Common,True,False,1,0,0,bbref_war
winfida01,winfida01,Dave Winfield,RF,,Big Hair Era (1977-1993),1984,1973,1995,NYA,New York Yankees,11003,3110,465,223.0,1216,1686.0,23,R,0.283,0.353,0.192,0.137,0.099,68.1,80.9,54.1,49.1,7.0,B-,A-,C-,D+,F,51.8,Rare,True,True,12,7,6,bbref_war
baineha01,baineha01,Harold Baines,RF,,Big Hair Era (1977-1993),1991,1980,2001,CHA,Chicago White Sox,9908,2866,384,34.0,1062,1441.0,27,L,0.289,0.356,0.175,0.13,0.096,75.9,71.8,51.6,23.8,35.3,B+,B,C-,D-,D,51.7,Common,True,True,6,0,0,bbref_war
nixonot01,nixonot01,Otis Nixon,CF,RF,Big Hair Era (1977-1993),1992,1983,1999,CLE,Cleveland Indians,5115,1379,11,620.0,585,694.0,18,B,0.27,0.343,0.045,0.121,0.102,59.4,1.0,57.3,99.0,41.6,C,F,C,S,D+,51.7,Common,False,False,0,0,0,bbref_war
valenel01,valenel01,Ellis Valentine,RF,,Big Hair Era (1977-1993),1980,1975,1985,MON,Washington Nationals,3166,881,123,59.0,180,462.0,11,R,0.278,0.315,0.179,0.136,0.053,64.0,74.5,12.3,44.9,62.8,C+,B,F,D+,C+,51.7,Common,True,False,1,1,2,bbref_war
collida02,collida02,Dave Collins,LF,"1B,RF",Big Hair Era (1977-1993),1982,1975,1990,CIN,Cincinnati Reds,4907,1335,32,395.0,467,660.0,16,B,0.272,0.338,0.079,0.121,0.086,61.7,16.3,42.4,89.0,48.7,C+,F,D+,A,D+,51.6,Common,False,False,0,0,0,bbref_war
webstmi01,webstmi01,Mitch Webster,CF,RF,Big Hair Era (1977-1993),1989,1983,1995,LAN,Los Angeles Dodgers,3419,900,70,160.0,325,578.0,17,B,0.263,0.33,0.137,0.152,0.085,46.1,49.6,42.1,69.4,50.8,D+,D+,D+,B-,C-,51.6,Common,False,False,0,0,0,bbref_war
reynoha01,reynoha01,Harold Reynolds,2B,,Big Hair Era (1977-1993),1988,1983,1994,SEA,Seattle Mariners,4782,1233,21,250.0,480,417.0,12,B,0.258,0.327,0.083,0.078,0.09,58.4,20.0,46.4,70.9,61.9,C,D-,D+,B,C+,51.5,Common,True,False,2,3,6,bbref_war
braunst01,braunst01,Steve Braun,LF,"3B,RF",Big Hair Era (1977-1993),1978,1971,1985,MIN,Minnesota Twins,3650,989,52,45.0,579,433.0,17,L,0.271,0.371,0.096,0.101,0.136,65.4,26.3,88.2,37.7,39.2,B-,D-,A,D,D,51.4,Common,False,False,0,0,0,bbref_war
wardga01,wardga01,Gary Ward,LF,RF,Big Hair Era (1977-1993),1985,1979,1990,MIN,Minnesota Twins,4479,1236,130,83.0,351,775.0,13,R,0.276,0.328,0.149,0.159,0.072,56.5,56.3,29.6,55.3,58.7,C,C,D-,C,C,51.3,Common,True,False,2,0,0,bbref_war
davismi02,davismi02,Mike Davis,RF,,Big Hair Era (1977-1993),1984,1980,1989,OAK,Oakland Athletics,2999,778,91,134.0,236,537.0,10,L,0.259,0.313,0.155,0.164,0.072,39.7,61.1,29.7,65.6,59.9,D,C+,D-,B-,C,51.2,Common,False,False,0,0,0,bbref_war
willsbu01,willsbu01,Bump Wills,2B,,Big Hair Era (1977-1993),1980,1977,1982,TEX,Texas Rangers,3030,807,36,196.0,310,441.0,6,B,0.266,0.335,0.094,0.13,0.092,54.2,25.2,47.7,78.6,50.4,C-,D-,D+,B+,C-,51.2,Common,False,False,0,0,0,bbref_war
bradlph01,bradlph01,Phil Bradley,LF,RF,Big Hair Era (1977-1993),1987,1983,1990,SEA,Seattle Mariners,3695,1058,78,155.0,432,718.0,9,R,0.286,0.369,0.135,0.17,0.103,63.6,48.9,57.8,62.2,23.1,C+,D+,C,C+,D-,51.1,Common,True,False,1,0,0,bbref_war
eisenji01,eisenji01,Jim Eisenreich,RF,,Big Hair Era (1977-1993),1992,1982,1998,KCA,Kansas City Royals,3995,1160,52,105.0,324,435.0,16,L,0.29,0.341,0.114,0.1,0.074,84.1,37.9,31.7,57.6,44.4,A-,D,D,C,D+,51.1,Common,False,False,0,0,0,bbref_war
oglivbe01,oglivbe01,Ben Oglivie,LF,RF,Big Hair Era (1977-1993),1978,1971,1986,ML4,Milwaukee Brewers,5913,1615,235,87.0,560,852.0,16,L,0.273,0.336,0.177,0.13,0.085,60.8,72.5,41.8,38.0,42.1,C+,B,D+,D,D+,51.0,Common,True,False,3,0,0,bbref_war
bumbral01,bumbral01,Al Bumbry,CF,RF,Big Hair Era (1977-1993),1978,1972,1985,BAL,Baltimore Orioles,5053,1422,54,254.0,471,709.0,14,L,0.281,0.343,0.096,0.127,0.084,69.2,26.6,41.2,72.5,44.9,B-,D-,D+,B,D+,50.9,Common,True,False,1,0,0,bbref_war
parkeda01,parkeda01,Dave Parker,RF,,Big Hair Era (1977-1993),1982,1973,1991,PIT,Pittsburgh Pirates,9358,2712,339,154.0,683,1537.0,20,L,0.29,0.339,0.181,0.151,0.067,71.5,75.6,25.1,43.2,38.2,B,B+,D-,D+,D,50.7,Common,True,True,7,3,6,bbref_war
sciosmi01,sciosmi01,Mike Scioscia,C,,Big Hair Era (1977-1993),1986,1980,1992,LAN,Los Angeles Dodgers,4373,1131,68,29.0,567,307.0,13,L,0.259,0.344,0.097,0.061,0.113,63.2,27.7,67.8,31.2,62.6,C+,D-,B-,D,C+,50.5,Common,True,False,2,0,0,bbref_war
yountro01,yountro01,Robin Yount,SS,RF,Big Hair Era (1977-1993),1984,1974,1993,ML4,Milwaukee Brewers,11008,3142,251,271.0,966,1350.0,20,R,0.285,0.342,0.144,0.111,0.08,76.7,54.6,36.6,58.1,26.7,B+,C-,D,C,D-,50.5,Common,True,True,3,1,2,bbref_war
mumphje01,mumphje01,Jerry Mumphrey,CF,RF,Big Hair Era (1977-1993),1982,1974,1988,SLN,St. Louis Cardinals,4993,1442,70,174.0,478,688.0,16,B,0.289,0.349,0.108,0.125,0.087,76.7,33.0,43.2,60.1,38.8,B+,D,D+,C+,D,50.4,Common,True,False,1,0,0,bbref_war
deerro01,deerro01,Rob Deer,RF,,Big Hair Era (1977-1993),1990,1984,1996,ML4,Milwaukee Brewers,3881,853,230,43.0,575,1409.0,12,R,0.22,0.324,0.223,0.312,0.127,1.0,97.0,80.7,33.4,39.6,F,S,A-,D,D,50.3,Common,False,False,0,0,0,bbref_war
mcdowod01,mcdowod01,Oddibe McDowell,CF,RF,Big Hair Era (1977-1993),1988,1985,1994,TEX,Texas Rangers,2829,715,74,169.0,294,550.0,8,L,0.253,0.323,0.142,0.175,0.093,30.9,52.6,49.3,75.8,42.2,D,C-,D+,B+,D+,50.2,Common,False,False,0,0,0,bbref_war
wiggial01,wiggial01,Alan Wiggins,2B,RF,Big Hair Era (1977-1993),1984,1981,1987,SDN,San Diego Padres,2247,581,5,242.0,235,193.0,8,B,0.259,0.33,0.051,0.077,0.094,59.4,1.0,49.9,99.0,41.6,C,F,D+,S,D+,50.2,Common,False,False,0,0,0,bbref_war
garneph01,garneph01,Phil Garner,2B,3B,Big Hair Era (1977-1993),1981,1973,1988,HOU,Houston Astros,6136,1594,109,225.0,564,842.0,18,R,0.26,0.323,0.129,0.124,0.083,49.5,45.4,39.8,65.0,50.9,D+,D+,D,B-,C-,50.1,Common,True,False,3,0,0,bbref_war
oberkke01,oberkke01,Ken Oberkfell,3B,2B,Big Hair Era (1977-1993),1985,1977,1992,SLN,St. Louis Cardinals,4874,1354,29,62.0,546,356.0,19,L,0.278,0.351,0.085,0.065,0.1,80.5,20.7,55.0,40.0,54.3,A-,D-,C,D+,C-,50.1,Common,False,False,0,0,0,bbref_war
dwyerji01,dwyerji01,Jim Dwyer,RF,1B,Big Hair Era (1977-1993),1981,1973,1990,BAL,Baltimore Orioles,2761,719,77,26.0,402,402.0,23,L,0.26,0.353,0.138,0.125,0.125,49.8,49.7,78.7,34.6,37.3,D+,D+,B+,D,D,50.0,Common,False,False,0,0,0,bbref_war
lacyle01,lacyle01,Lee Lacy,RF,2B,Big Hair Era (1977-1993),1979,1972,1987,LAN,Los Angeles Dodgers,4549,1303,91,185.0,372,657.0,17,R,0.286,0.339,0.124,0.132,0.075,72.7,42.4,32.4,62.3,40.4,B,D+,D,C+,D+,50.0,Common,False,False,0,0,0,bbref_war
mazzile01,mazzile01,Lee Mazzilli,CF,"1B,RF",Big Hair Era (1977-1993),1983,1976,1989,NYN,New York Mets,4124,1068,93,197.0,642,627.0,17,B,0.259,0.359,0.126,0.13,0.133,47.3,43.5,86.0,59.9,13.4,D+,D+,A,C,F,50.0,Common,True,False,1,0,0,bbref_war
boonebo01,boonebo01,Bob Boone,C,,Big Hair Era (1977-1993),1981,1972,1990,PHI,Philadelphia Phillies,7245,1838,105,38.0,663,608.0,19,R,0.254,0.315,0.092,0.076,0.083,55.1,24.6,39.6,31.1,99.0,C,D-,D,D,S,49.9,Common,True,False,4,7,6,bbref_war
jorgemi01,jorgemi01,Mike Jorgensen,1B,RF,Big Hair Era (1977-1993),1978,1968,1985,NYN,New York Mets,3421,833,95,58.0,532,589.0,20,L,0.243,0.347,0.129,0.147,0.133,28.6,44.9,85.7,38.7,51.1,D-,D+,A,D,C-,49.8,Common,False,False,0,1,2,bbref_war
griffke01,griffke01,Ken Griffey,RF,1B,Big Hair Era (1977-1993),1984,1973,1991,CIN,Cincinnati Reds,7229,2143,152,200.0,719,898.0,22,L,0.296,0.359,0.135,0.112,0.09,86.9,49.0,45.9,54.3,12.1,A,D+,D+,C-,F,49.6,Common,True,False,3,0,0,bbref_war
matthga01,matthga01,Gary Matthews,LF,RF,Big Hair Era (1977-1993),1980,1972,1987,SFN,San Francisco Giants,7147,2011,234,183.0,940,1125.0,17,R,0.281,0.364,0.157,0.138,0.115,66.6,61.0,69.3,49.9,1.0,B-,C+,B-,D+,F,49.6,Common,True,False,1,0,0,bbref_war
milnejo01,milnejo01,John Milner,1B,RF,Big Hair Era (1977-1993),1978,1971,1982,NYN,New York Mets,3436,855,131,31.0,504,473.0,14,L,0.249,0.344,0.164,0.119,0.127,40.3,64.7,80.0,30.6,32.6,D+,C+,A-,D,D,49.6,Common,False,False,0,0,0,bbref_war
mullira01,mullira01,Rance Mulliniks,3B,SS,Big Hair Era (1977-1993),1984,1977,1992,TOR,Toronto Blue Jays,3569,972,73,15.0,460,555.0,16,L,0.272,0.354,0.134,0.136,0.113,58.4,50.3,67.5,25.8,46.1,C,C-,B-,D-,D+,49.6,Common,False,False,0,0,0,bbref_war
grossgr01,grossgr01,Greg Gross,LF,RF,Big Hair Era (1977-1993),1981,1973,1989,PHI,Philadelphia Phillies,3745,1073,7,39.0,523,250.0,17,L,0.287,0.372,0.065,0.058,0.121,90.3,8.1,75.0,30.2,43.4,A+,F,B+,D,D+,49.4,Common,False,False,0,0,0,bbref_war
harrato01,harrato01,Toby Harrah,3B,"2B,SS",Big Hair Era (1977-1993),1978,1969,1986,TEX,Texas Rangers,7402,1954,195,238.0,1153,868.0,17,R,0.264,0.365,0.131,0.1,0.133,59.1,46.2,85.5,53.8,2.4,C,D+,A,C-,F,49.4,Common,True,False,4,0,0,bbref_war
singlke01,singlke01,Ken Singleton,RF,,Big Hair Era (1977-1993),1977,1970,1984,BAL,Baltimore Orioles,7189,2029,246,21.0,1263,1246.0,15,B,0.282,0.388,0.154,0.146,0.148,65.5,59.1,99.0,8.9,14.6,B-,C,S,F,F,49.4,Common,True,False,3,0,0,bbref_war
johnsho01,johnsho01,Howard Johnson,3B,"RF,SS",Big Hair Era (1977-1993),1988,1982,1995,NYN,New York Mets,4940,1229,228,231.0,692,1053.0,14,B,0.249,0.34,0.197,0.185,0.121,24.8,84.2,75.0,61.5,1.0,D-,A-,B+,C+,F,49.3,Common,True,False,2,0,0,bbref_war
wallati01,wallati01,Tim Wallach,3B,1B,Big Hair Era (1977-1993),1988,1980,1996,MON,Washington Nationals,8099,2085,260,51.0,649,1307.0,18,R,0.257,0.316,0.159,0.147,0.073,41.9,62.8,30.5,30.3,80.4,D+,C+,D,D,A-,49.2,Common,True,False,5,3,6,bbref_war
rivermi01,rivermi01,Mickey Rivers,CF,RF,Big Hair Era (1977-1993),1978,1970,1984,TEX,Texas Rangers,5629,1660,61,267.0,266,471.0,16,L,0.295,0.327,0.102,0.079,0.045,93.3,29.6,4.5,73.3,44.5,A+,D-,F,B,D+,49.0,Common,True,False,1,0,0,bbref_war
wynegbu01,wynegbu01,Butch Wynegar,C,,Big Hair Era (1977-1993),1982,1976,1988,MIN,Minnesota Twins,4330,1102,65,10.0,626,428.0,14,B,0.255,0.348,0.093,0.085,0.125,53.6,24.5,78.4,18.9,69.5,C-,D-,B+,F,B-,49.0,Common,True,False,2,0,0,bbref_war
herrto01,herrto01,Tom Herr,2B,,Big Hair Era (1977-1993),1986,1979,1991,SLN,St. Louis Cardinals,5349,1450,28,188.0,627,584.0,16,B,0.271,0.347,0.079,0.097,0.104,66.6,17.3,58.8,63.0,38.6,B-,F,C,C+,D,48.9,Common,True,False,1,0,0,bbref_war
wallide01,wallide01,Denny Walling,3B,"1B,RF",Big Hair Era (1977-1993),1984,1975,1992,HOU,Houston Astros,2945,799,49,44.0,308,316.0,19,L,0.271,0.339,0.119,0.096,0.094,66.9,39.7,49.8,46.6,40.9,B-,D,D+,D+,D+,48.8,Common,False,False,0,0,0,bbref_war
tartada01,tartada01,Danny Tartabull,RF,,Big Hair Era (1977-1993),1991,1984,1997,KCA,Kansas City Royals,5011,1366,262,37.0,768,1362.0,15,R,0.273,0.368,0.223,0.233,0.132,35.8,99.0,84.4,23.2,1.0,D,S,A-,D-,F,48.7,Common,True,False,1,0,0,bbref_war
chambch01,chambch01,Chris Chambliss,1B,,Big Hair Era (1977-1993),1978,1971,1988,ATL,Atlanta Braves,7571,2109,185,40.0,632,926.0,18,L,0.279,0.334,0.136,0.112,0.076,70.1,50.1,33.6,31.6,57.6,B,C-,D,D,C,48.6,Common,True,False,1,1,2,bbref_war
sundbji01,sundbji01,Jim Sundberg,C,,Big Hair Era (1977-1993),1982,1974,1989,TEX,Texas Rangers,6021,1493,95,20.0,699,963.0,17,R,0.248,0.327,0.1,0.142,0.103,34.0,28.3,58.3,23.2,99.0,D,D-,C,D-,S,48.6,Common,True,False,3,6,6,bbref_war
bucknbi01,bucknbi01,Bill Buckner,1B,RF,Big Hair Era (1977-1993),1981,1969,1990,LAN,Los Angeles Dodgers,9397,2715,174,183.0,450,453.0,25,L,0.289,0.321,0.119,0.045,0.045,95.6,40.6,4.9,54.4,46.9,S,D+,F,C-,D+,48.5,Common,True,False,1,0,0,bbref_war
samplbi01,samplbi01,Billy Sample,LF,RF,Big Hair Era (1977-1993),1982,1978,1986,TEX,Texas Rangers,2516,684,46,98.0,195,230.0,9,R,0.272,0.329,0.112,0.083,0.071,70.5,36.7,28.4,61.8,45.1,B,D,D-,C+,D+,48.5,Common,False,False,0,0,0,bbref_war
thompro01,thompro01,Robby Thompson,2B,,Big Hair Era (1977-1993),1991,1986,1996,SFN,San Francisco Giants,4612,1187,119,103.0,439,987.0,11,R,0.257,0.329,0.146,0.192,0.085,31.1,55.4,42.1,51.3,62.8,D,C,D+,C-,C+,48.5,Common,True,False,2,1,2,bbref_war
gladdda01,gladdda01,Dan Gladden,LF,RF,Big Hair Era (1977-1993),1988,1983,1993,MIN,Minnesota Twins,4501,1215,74,222.0,337,625.0,11,R,0.27,0.324,0.112,0.127,0.069,58.3,35.8,26.5,70.0,51.1,C,D,D-,B,C-,48.3,Common,False,False,0,0,0,bbref_war
mcgeewi01,mcgeewi01,Willie McGee,CF,RF,Big Hair Era (1977-1993),1990,1982,1999,SLN,St. Louis Cardinals,7649,2254,79,352.0,448,1238.0,19,B,0.295,0.333,0.101,0.152,0.055,75.9,29.7,13.9,74.2,47.8,B+,D-,F,B,D+,48.3,Common,True,False,4,3,6,bbref_war
lowenjo01,lowenjo01,John Lowenstein,LF,RF,Big Hair Era (1977-1993),1978,1970,1985,CLE,Cleveland Indians,3476,881,116,128.0,446,596.0,16,L,0.253,0.337,0.15,0.15,0.113,37.2,56.4,67.0,51.3,29.1,D,C,B-,C-,D-,48.2,Common,False,False,0,0,0,bbref_war
milleri01,milleri01,Rick Miller,CF,RF,Big Hair Era (1977-1993),1978,1971,1985,BOS,Boston Red Sox,3887,1046,28,78.0,454,583.0,15,L,0.269,0.346,0.081,0.133,0.104,56.1,18.0,58.8,44.4,63.6,C,F,C,D+,C+,48.2,Common,False,False,0,1,2,bbref_war
thomago01,thomago01,Gorman Thomas,CF,RF,Big Hair Era (1977-1993),1981,1973,1986,ML4,Milwaukee Brewers,4677,1051,268,50.0,697,1339.0,15,R,0.225,0.324,0.223,0.246,0.128,1.0,97.9,81.2,27.7,33.0,F,S,A-,D-,D,48.2,Common,True,False,1,0,0,bbref_war
dernibo01,dernibo01,Bob Dernier,CF,RF,Big Hair Era (1977-1993),1984,1980,1989,PHI,Philadelphia Phillies,2483,634,23,218.0,222,301.0,10,R,0.255,0.318,0.078,0.111,0.082,48.4,15.7,38.5,89.8,48.2,D+,F,D,A,D+,48.1,Common,False,False,0,1,2,bbref_war
aldremi01,aldremi01,Mike Aldrete,LF,"1B,RF",Big Hair Era (1977-1993),1991,1986,1996,OAK,Oakland Athletics,2147,565,41,19.0,314,381.0,13,L,0.263,0.356,0.114,0.153,0.126,45.7,37.4,79.7,26.7,50.5,D+,D,B+,D-,C-,48.0,Common,False,False,0,0,0,bbref_war
garvest01,garvest01,Steve Garvey,1B,3B,Big Hair Era (1977-1993),1978,1969,1987,LAN,Los Angeles Dodgers,8835,2599,272,83.0,479,1003.0,19,R,0.294,0.329,0.152,0.106,0.051,86.1,58.7,10.1,37.2,47.8,A,C,F,D,D+,48.0,Common,True,False,10,4,6,bbref_war
